n_programs,n_applicants,spots_per_program,interviews_per_spot,simulations_per_s,max_applications,study_min_signal,study_max_signal,result_file_prefix
312,182,6,11,20,69,3,40,heatmap_np312_pos2168_sppcalc6_na182_ips11_ma69
390,4481,10,7,20,67,3,40,heatmap_np390_pos3929_sppcalc10_na4481_ips7_ma67
36,7244,92,18,20,9,3,6,heatmap_np36_pos3328_sppcalc92_na7244_ips18_ma9
230,7447,13,19,20,11,3,8,heatmap_np230_pos3111_sppcalc13_na7447_ips19_ma11
62,3267,5,13,20,22,3,19,heatmap_np62_pos354_sppcalc5_na3267_ips13_ma22
286,8490,14,8,20,37,3,34,heatmap_np286_pos4280_sppcalc14_na8490_ips8_ma37
123,35,14,17,20,68,3,40,heatmap_np123_pos1737_sppcalc14_na35_ips17_ma68
197,553,7,10,20,31,3,28,heatmap_np197_pos1549_sppcalc7_na553_ips10_ma31
207,4290,23,10,20,16,3,13,heatmap_np207_pos4923_sppcalc23_na4290_ips10_ma16
121,1744,7,15,20,22,3,19,heatmap_np121_pos920_sppcalc7_na1744_ips15_ma22
167,4831,2,16,20,70,3,40,heatmap_np167_pos399_sppcalc2_na4831_ips16_ma70
333,650,11,11,20,10,3,7,heatmap_np333_pos3775_sppcalc11_na650_ips11_ma10
308,7399,9,9,20,8,3,5,heatmap_np308_pos2806_sppcalc9_na7399_ips9_ma8
24,8682,24,11,20,7,3,4,heatmap_np24_pos581_sppcalc24_na8682_ips11_ma7
133,1809,13,18,20,41,3,38,heatmap_np133_pos1836_sppcalc13_na1809_ips18_ma41
11,9815,2,13,20,9,3,6,heatmap_np11_pos23_sppcalc2_na9815_ips13_ma9
367,7137,11,11,20,17,3,14,heatmap_np367_pos4202_sppcalc11_na7137_ips11_ma17
150,799,1,7,20,9,3,6,heatmap_np150_pos101_sppcalc1_na799_ips7_ma9
120,3777,20,9,20,70,3,40,heatmap_np120_pos2424_sppcalc20_na3777_ips9_ma70
232,44,5,14,20,23,3,20,heatmap_np232_pos1385_sppcalc5_na44_ips14_ma23
205,1242,13,13,20,33,3,30,heatmap_np205_pos2782_sppcalc13_na1242_ips13_ma33
307,8148,3,15,20,47,3,40,heatmap_np307_pos1185_sppcalc3_na8148_ips15_ma47
274,5903,10,18,20,11,3,8,heatmap_np274_pos2902_sppcalc10_na5903_ips18_ma11
346,2721,8,18,20,13,3,10,heatmap_np346_pos3028_sppcalc8_na2721_ips18_ma13
107,1909,15,20,20,34,3,31,heatmap_np107_pos1709_sppcalc15_na1909_ips20_ma34
22,4926,165,19,20,9,3,6,heatmap_np22_pos3635_sppcalc165_na4926_ips19_ma9
55,6671,11,13,20,8,3,5,heatmap_np55_pos614_sppcalc11_na6671_ips13_ma8
232,430,11,15,20,27,3,24,heatmap_np232_pos2611_sppcalc11_na430_ips15_ma27
325,3803,1,6,20,54,3,40,heatmap_np325_pos444_sppcalc1_na3803_ips6_ma54
199,3014,5,12,20,55,3,40,heatmap_np199_pos1018_sppcalc5_na3014_ips12_ma55
354,5457,3,17,20,25,3,22,heatmap_np354_pos1354_sppcalc3_na5457_ips17_ma25
117,3267,8,14,20,50,3,40,heatmap_np117_pos955_sppcalc8_na3267_ips14_ma50
211,4089,6,19,20,31,3,28,heatmap_np211_pos1283_sppcalc6_na4089_ips19_ma31
168,327,29,17,20,66,3,40,heatmap_np168_pos4999_sppcalc29_na327_ips17_ma66
174,9278,6,14,20,70,3,40,heatmap_np174_pos1170_sppcalc6_na9278_ips14_ma70
212,7066,14,7,20,58,3,40,heatmap_np212_pos3156_sppcalc14_na7066_ips7_ma58
169,5243,7,14,20,73,3,40,heatmap_np169_pos1217_sppcalc7_na5243_ips14_ma73
269,1279,3,16,20,66,3,40,heatmap_np269_pos991_sppcalc3_na1279_ips16_ma66
197,1550,22,5,20,54,3,40,heatmap_np197_pos4504_sppcalc22_na1550_ips5_ma54
62,6071,24,8,20,36,3,33,heatmap_np62_pos1496_sppcalc24_na6071_ips8_ma36
303,6341,9,19,20,63,3,40,heatmap_np303_pos2917_sppcalc9_na6341_ips19_ma63
21,7135,177,10,20,8,3,5,heatmap_np21_pos3723_sppcalc177_na7135_ips10_ma8
273,6379,3,15,20,28,3,25,heatmap_np273_pos1021_sppcalc3_na6379_ips15_ma28
389,445,8,18,20,61,3,40,heatmap_np389_pos3173_sppcalc8_na445_ips18_ma61
289,455,12,19,20,73,3,40,heatmap_np289_pos3623_sppcalc12_na455_ips19_ma73
19,4897,222,19,20,18,3,15,heatmap_np19_pos4231_sppcalc222_na4897_ips19_ma18
137,319,19,7,20,15,3,12,heatmap_np137_pos2638_sppcalc19_na319_ips7_ma15
250,8819,19,20,20,9,3,6,heatmap_np250_pos4760_sppcalc19_na8819_ips20_ma9
13,9963,314,16,20,9,3,6,heatmap_np13_pos4084_sppcalc314_na9963_ips16_ma9
215,4505,20,18,20,58,3,40,heatmap_np215_pos4356_sppcalc20_na4505_ips18_ma58
141,4568,10,7,20,42,3,39,heatmap_np141_pos1490_sppcalc10_na4568_ips7_ma42
323,1259,4,20,20,45,3,40,heatmap_np323_pos1388_sppcalc4_na1259_ips20_ma45
233,1750,17,20,20,46,3,40,heatmap_np233_pos3980_sppcalc17_na1750_ips20_ma46
233,7823,14,6,20,67,3,40,heatmap_np233_pos3264_sppcalc14_na7823_ips6_ma67
187,5606,13,15,20,20,3,17,heatmap_np187_pos2500_sppcalc13_na5606_ips15_ma20
305,1857,5,16,20,69,3,40,heatmap_np305_pos1661_sppcalc5_na1857_ips16_ma69
115,3982,16,9,20,9,3,6,heatmap_np115_pos1850_sppcalc16_na3982_ips9_ma9
209,5220,5,8,20,67,3,40,heatmap_np209_pos1192_sppcalc5_na5220_ips8_ma67
111,6552,19,12,20,23,3,20,heatmap_np111_pos2155_sppcalc19_na6552_ips12_ma23
385,7500,12,19,20,13,3,10,heatmap_np385_pos4624_sppcalc12_na7500_ips19_ma13
209,133,10,17,20,52,3,40,heatmap_np209_pos2190_sppcalc10_na133_ips17_ma52
107,5369,45,17,20,6,3,3,heatmap_np107_pos4862_sppcalc45_na5369_ips17_ma6
344,7921,10,7,20,13,3,10,heatmap_np344_pos3493_sppcalc10_na7921_ips7_ma13
265,4741,18,8,20,9,3,6,heatmap_np265_pos4941_sppcalc18_na4741_ips8_ma9
228,8161,16,15,20,38,3,35,heatmap_np228_pos3736_sppcalc16_na8161_ips15_ma38
247,4024,8,20,20,62,3,40,heatmap_np247_pos2090_sppcalc8_na4024_ips20_ma62
159,8356,1,11,20,45,3,40,heatmap_np159_pos109_sppcalc1_na8356_ips11_ma45
194,3049,9,15,20,75,3,40,heatmap_np194_pos1830_sppcalc9_na3049_ips15_ma75
202,5944,12,12,20,13,3,10,heatmap_np202_pos2565_sppcalc12_na5944_ips12_ma13
195,9184,8,10,20,59,3,40,heatmap_np195_pos1698_sppcalc8_na9184_ips10_ma59
208,3570,18,17,20,68,3,40,heatmap_np208_pos3819_sppcalc18_na3570_ips17_ma68
79,8657,8,7,20,29,3,26,heatmap_np79_pos690_sppcalc8_na8657_ips7_ma29
212,530,20,20,20,46,3,40,heatmap_np212_pos4356_sppcalc20_na530_ips20_ma46
201,1346,1,19,20,12,3,9,heatmap_np201_pos178_sppcalc1_na1346_ips19_ma12
128,5026,20,11,20,61,3,40,heatmap_np128_pos2596_sppcalc20_na5026_ips11_ma61
356,9074,11,7,20,12,3,9,heatmap_np356_pos4160_sppcalc11_na9074_ips7_ma12
143,4872,26,9,20,6,3,3,heatmap_np143_pos3771_sppcalc26_na4872_ips9_ma6
92,2219,49,7,20,29,3,26,heatmap_np92_pos4522_sppcalc49_na2219_ips7_ma29
387,8239,5,6,20,13,3,10,heatmap_np387_pos2103_sppcalc5_na8239_ips6_ma13
38,9732,124,20,20,10,3,7,heatmap_np38_pos4719_sppcalc124_na9732_ips20_ma10
243,4666,2,8,20,10,3,7,heatmap_np243_pos641_sppcalc2_na4666_ips8_ma10
143,3598,21,5,20,50,3,40,heatmap_np143_pos3021_sppcalc21_na3598_ips5_ma50
26,4650,36,6,20,15,3,12,heatmap_np26_pos959_sppcalc36_na4650_ips6_ma15
42,7461,2,17,20,11,3,8,heatmap_np42_pos110_sppcalc2_na7461_ips17_ma11
214,2295,21,19,20,59,3,40,heatmap_np214_pos4611_sppcalc21_na2295_ips19_ma59
308,8216,13,16,20,46,3,40,heatmap_np308_pos4087_sppcalc13_na8216_ips16_ma46
365,4507,9,12,20,54,3,40,heatmap_np365_pos3509_sppcalc9_na4507_ips12_ma54
287,6196,13,16,20,37,3,34,heatmap_np287_pos3931_sppcalc13_na6196_ips16_ma37
247,9341,16,10,20,32,3,29,heatmap_np247_pos3978_sppcalc16_na9341_ips10_ma32
203,4487,20,12,20,33,3,30,heatmap_np203_pos4149_sppcalc20_na4487_ips12_ma33
292,3236,6,17,20,60,3,40,heatmap_np292_pos1752_sppcalc6_na3236_ips17_ma60
45,6757,75,5,20,39,3,36,heatmap_np45_pos3378_sppcalc75_na6757_ips5_ma39
236,1676,14,12,20,41,3,38,heatmap_np236_pos3501_sppcalc14_na1676_ips12_ma41
276,1868,1,14,20,37,3,34,heatmap_np276_pos55_sppcalc1_na1868_ips14_ma37
109,3911,17,6,20,13,3,10,heatmap_np109_pos1928_sppcalc17_na3911_ips6_ma13
192,3423,23,9,20,9,3,6,heatmap_np192_pos4528_sppcalc23_na3423_ips9_ma9
133,1950,32,20,20,74,3,40,heatmap_np133_pos4304_sppcalc32_na1950_ips20_ma74
142,1099,20,20,20,26,3,23,heatmap_np142_pos2971_sppcalc20_na1099_ips20_ma26
222,779,17,10,20,57,3,40,heatmap_np222_pos3915_sppcalc17_na779_ips10_ma57
179,1793,9,12,20,17,3,14,heatmap_np179_pos1678_sppcalc9_na1793_ips12_ma17
105,8624,17,6,20,24,3,21,heatmap_np105_pos1830_sppcalc17_na8624_ips6_ma24
375,8693,5,6,20,47,3,40,heatmap_np375_pos2218_sppcalc5_na8693_ips6_ma47
324,1045,1,11,20,26,3,23,heatmap_np324_pos427_sppcalc1_na1045_ips11_ma26
267,5012,10,19,20,23,3,20,heatmap_np267_pos2861_sppcalc10_na5012_ips19_ma23
46,7191,10,20,20,6,3,3,heatmap_np46_pos503_sppcalc10_na7191_ips20_ma6
206,9584,2,7,20,52,3,40,heatmap_np206_pos479_sppcalc2_na9584_ips7_ma52
121,2916,27,16,20,38,3,35,heatmap_np121_pos3362_sppcalc27_na2916_ips16_ma38
123,7601,33,5,20,14,3,11,heatmap_np123_pos4117_sppcalc33_na7601_ips5_ma14
12,5913,335,11,20,6,3,3,heatmap_np12_pos4025_sppcalc335_na5913_ips11_ma6
77,9566,36,19,20,32,3,29,heatmap_np77_pos2815_sppcalc36_na9566_ips19_ma32
365,3042,4,10,20,20,3,17,heatmap_np365_pos1676_sppcalc4_na3042_ips10_ma20
350,3725,1,9,20,27,3,24,heatmap_np350_pos45_sppcalc1_na3725_ips9_ma27
291,4281,9,17,20,15,3,12,heatmap_np291_pos2643_sppcalc9_na4281_ips17_ma15
79,9250,29,19,20,75,3,40,heatmap_np79_pos2362_sppcalc29_na9250_ips19_ma75
167,848,11,9,20,25,3,22,heatmap_np167_pos1840_sppcalc11_na848_ips9_ma25
50,839,18,11,20,29,3,26,heatmap_np50_pos928_sppcalc18_na839_ips11_ma29
352,6022,10,18,20,49,3,40,heatmap_np352_pos3724_sppcalc10_na6022_ips18_ma49
232,6525,18,16,20,74,3,40,heatmap_np232_pos4202_sppcalc18_na6525_ips16_ma74
165,6302,3,16,20,6,3,3,heatmap_np165_pos585_sppcalc3_na6302_ips16_ma6
40,2129,21,14,20,29,3,26,heatmap_np40_pos849_sppcalc21_na2129_ips14_ma29
301,632,15,18,20,32,3,29,heatmap_np301_pos4519_sppcalc15_na632_ips18_ma32
338,457,10,18,20,28,3,25,heatmap_np338_pos3646_sppcalc10_na457_ips18_ma28
374,2283,2,6,20,42,3,39,heatmap_np374_pos1087_sppcalc2_na2283_ips6_ma42
171,481,12,8,20,60,3,40,heatmap_np171_pos2136_sppcalc12_na481_ips8_ma60
365,8662,3,14,20,43,3,40,heatmap_np365_pos1189_sppcalc3_na8662_ips14_ma43
316,9554,10,14,20,23,3,20,heatmap_np316_pos3175_sppcalc10_na9554_ips14_ma23
97,1735,47,19,20,20,3,17,heatmap_np97_pos4631_sppcalc47_na1735_ips19_ma20
335,4407,1,13,20,42,3,39,heatmap_np335_pos273_sppcalc1_na4407_ips13_ma42
44,8919,66,8,20,43,3,40,heatmap_np44_pos2938_sppcalc66_na8919_ips8_ma43
95,9044,28,9,20,5,3,3,heatmap_np95_pos2745_sppcalc28_na9044_ips9_ma5
127,7089,16,19,20,56,3,40,heatmap_np127_pos2036_sppcalc16_na7089_ips19_ma56
58,2986,67,13,20,11,3,8,heatmap_np58_pos3895_sppcalc67_na2986_ips13_ma11
40,64,58,9,20,12,3,9,heatmap_np40_pos2328_sppcalc58_na64_ips9_ma12
178,2268,9,18,20,23,3,20,heatmap_np178_pos1652_sppcalc9_na2268_ips18_ma23
56,2463,5,11,20,50,3,40,heatmap_np56_pos331_sppcalc5_na2463_ips11_ma50
32,7621,114,19,20,24,3,21,heatmap_np32_pos3653_sppcalc114_na7621_ips19_ma24
57,1681,77,7,20,48,3,40,heatmap_np57_pos4407_sppcalc77_na1681_ips7_ma48
178,8511,12,11,20,61,3,40,heatmap_np178_pos2215_sppcalc12_na8511_ips11_ma61
384,6938,9,7,20,74,3,40,heatmap_np384_pos3675_sppcalc9_na6938_ips7_ma74
385,3054,10,14,20,31,3,28,heatmap_np385_pos4157_sppcalc10_na3054_ips14_ma31
197,2418,1,8,20,41,3,38,heatmap_np197_pos365_sppcalc1_na2418_ips8_ma41
280,9105,16,10,20,54,3,40,heatmap_np280_pos4701_sppcalc16_na9105_ips10_ma54
299,6032,11,5,20,64,3,40,heatmap_np299_pos3391_sppcalc11_na6032_ips5_ma64
219,4462,9,10,20,5,3,3,heatmap_np219_pos2095_sppcalc9_na4462_ips10_ma5
330,5251,6,16,20,60,3,40,heatmap_np330_pos2083_sppcalc6_na5251_ips16_ma60
99,8831,43,19,20,24,3,21,heatmap_np99_pos4274_sppcalc43_na8831_ips19_ma24
93,4884,20,15,20,36,3,33,heatmap_np93_pos1883_sppcalc20_na4884_ips15_ma36
109,5192,16,6,20,39,3,36,heatmap_np109_pos1773_sppcalc16_na5192_ips6_ma39
398,7177,5,16,20,7,3,4,heatmap_np398_pos2300_sppcalc5_na7177_ips16_ma7
173,4670,22,17,20,11,3,8,heatmap_np173_pos3864_sppcalc22_na4670_ips17_ma11
208,4065,21,19,20,60,3,40,heatmap_np208_pos4532_sppcalc21_na4065_ips19_ma60
31,9264,120,9,20,22,3,19,heatmap_np31_pos3728_sppcalc120_na9264_ips9_ma22
287,8914,9,5,20,17,3,14,heatmap_np287_pos2733_sppcalc9_na8914_ips5_ma17
264,5034,16,16,20,70,3,40,heatmap_np264_pos4406_sppcalc16_na5034_ips16_ma70
59,1064,4,6,20,34,3,31,heatmap_np59_pos240_sppcalc4_na1064_ips6_ma34
208,7277,8,7,20,34,3,31,heatmap_np208_pos1701_sppcalc8_na7277_ips7_ma34
27,3218,130,5,20,5,3,3,heatmap_np27_pos3533_sppcalc130_na3218_ips5_ma5
257,9843,7,9,20,71,3,40,heatmap_np257_pos1831_sppcalc7_na9843_ips9_ma71
51,1106,40,8,20,39,3,36,heatmap_np51_pos2080_sppcalc40_na1106_ips8_ma39
244,4861,7,13,20,43,3,40,heatmap_np244_pos1888_sppcalc7_na4861_ips13_ma43
318,5448,9,9,20,67,3,40,heatmap_np318_pos3061_sppcalc9_na5448_ips9_ma67
392,7916,2,18,20,48,3,40,heatmap_np392_pos918_sppcalc2_na7916_ips18_ma48
182,9727,8,19,20,37,3,34,heatmap_np182_pos1546_sppcalc8_na9727_ips19_ma37
296,6439,6,12,20,52,3,40,heatmap_np296_pos1939_sppcalc6_na6439_ips12_ma52
372,554,6,5,20,37,3,34,heatmap_np372_pos2462_sppcalc6_na554_ips5_ma37
254,4783,10,11,20,54,3,40,heatmap_np254_pos2770_sppcalc10_na4783_ips11_ma54
66,6793,60,9,20,29,3,26,heatmap_np66_pos3969_sppcalc60_na6793_ips9_ma29
155,964,20,18,20,58,3,40,heatmap_np155_pos3196_sppcalc20_na964_ips18_ma58
302,4864,1,20,20,53,3,40,heatmap_np302_pos575_sppcalc1_na4864_ips20_ma53
157,7303,2,10,20,41,3,38,heatmap_np157_pos465_sppcalc2_na7303_ips10_ma41
262,2805,7,5,20,10,3,7,heatmap_np262_pos2086_sppcalc7_na2805_ips5_ma10
188,2610,7,12,20,32,3,29,heatmap_np188_pos1371_sppcalc7_na2610_ips12_ma32
393,4989,9,16,20,54,3,40,heatmap_np393_pos3686_sppcalc9_na4989_ips16_ma54
373,8246,1,19,20,5,3,3,heatmap_np373_pos303_sppcalc1_na8246_ips19_ma5
375,2185,1,16,20,28,3,25,heatmap_np375_pos738_sppcalc1_na2185_ips16_ma28
261,7974,15,20,20,15,3,12,heatmap_np261_pos3956_sppcalc15_na7974_ips20_ma15
292,9474,4,18,20,48,3,40,heatmap_np292_pos1224_sppcalc4_na9474_ips18_ma48
187,2415,11,14,20,72,3,40,heatmap_np187_pos2198_sppcalc11_na2415_ips14_ma72
236,6706,13,10,20,53,3,40,heatmap_np236_pos3183_sppcalc13_na6706_ips10_ma53
85,3311,7,6,20,73,3,40,heatmap_np85_pos636_sppcalc7_na3311_ips6_ma73
369,5046,6,15,20,72,3,40,heatmap_np369_pos2474_sppcalc6_na5046_ips15_ma72
213,2957,5,14,20,42,3,39,heatmap_np213_pos1098_sppcalc5_na2957_ips14_ma42
238,5486,11,13,20,24,3,21,heatmap_np238_pos2702_sppcalc11_na5486_ips13_ma24
337,8240,2,17,20,31,3,28,heatmap_np337_pos744_sppcalc2_na8240_ips17_ma31
130,3024,7,5,20,43,3,40,heatmap_np130_pos1039_sppcalc7_na3024_ips5_ma43
143,72,12,17,20,43,3,40,heatmap_np143_pos1752_sppcalc12_na72_ips17_ma43
351,216,7,11,20,24,3,21,heatmap_np351_pos2494_sppcalc7_na216_ips11_ma24
72,6937,21,15,20,26,3,23,heatmap_np72_pos1566_sppcalc21_na6937_ips15_ma26
86,1914,27,15,20,51,3,40,heatmap_np86_pos2349_sppcalc27_na1914_ips15_ma51
294,7302,12,19,20,43,3,40,heatmap_np294_pos3761_sppcalc12_na7302_ips19_ma43
355,5883,11,7,20,26,3,23,heatmap_np355_pos3988_sppcalc11_na5883_ips7_ma26
253,6651,15,17,20,42,3,39,heatmap_np253_pos4014_sppcalc15_na6651_ips17_ma42
388,4064,1,19,20,15,3,12,heatmap_np388_pos308_sppcalc1_na4064_ips19_ma15
289,1805,5,16,20,25,3,22,heatmap_np289_pos1475_sppcalc5_na1805_ips16_ma25
14,3661,341,11,20,9,3,6,heatmap_np14_pos4786_sppcalc341_na3661_ips11_ma9
187,6437,20,12,20,32,3,29,heatmap_np187_pos3917_sppcalc20_na6437_ips12_ma32
348,2974,7,6,20,56,3,40,heatmap_np348_pos2441_sppcalc7_na2974_ips6_ma56
185,1345,7,16,20,12,3,9,heatmap_np185_pos1333_sppcalc7_na1345_ips16_ma12
285,2538,4,19,20,74,3,40,heatmap_np285_pos1265_sppcalc4_na2538_ips19_ma74
41,3624,44,19,20,28,3,25,heatmap_np41_pos1817_sppcalc44_na3624_ips19_ma28
376,1366,5,13,20,36,3,33,heatmap_np376_pos2248_sppcalc5_na1366_ips13_ma36
64,722,1,12,20,23,3,20,heatmap_np64_pos114_sppcalc1_na722_ips12_ma23
391,9154,8,7,20,13,3,10,heatmap_np391_pos3342_sppcalc8_na9154_ips7_ma13
206,5847,23,20,20,73,3,40,heatmap_np206_pos4764_sppcalc23_na5847_ips20_ma73
62,7465,33,18,20,15,3,12,heatmap_np62_pos2057_sppcalc33_na7465_ips18_ma15
20,7146,91,17,20,8,3,5,heatmap_np20_pos1820_sppcalc91_na7146_ips17_ma8
224,6141,10,7,20,6,3,3,heatmap_np224_pos2390_sppcalc10_na6141_ips7_ma6
201,1710,8,14,20,73,3,40,heatmap_np201_pos1771_sppcalc8_na1710_ips14_ma73
33,2836,15,15,20,20,3,17,heatmap_np33_pos519_sppcalc15_na2836_ips15_ma20
147,3324,8,8,20,50,3,40,heatmap_np147_pos1291_sppcalc8_na3324_ips8_ma50
296,9854,15,12,20,32,3,29,heatmap_np296_pos4460_sppcalc15_na9854_ips12_ma32
300,4093,2,8,20,29,3,26,heatmap_np300_pos733_sppcalc2_na4093_ips8_ma29
139,2605,14,18,20,29,3,26,heatmap_np139_pos1948_sppcalc14_na2605_ips18_ma29
140,7009,35,5,20,14,3,11,heatmap_np140_pos4978_sppcalc35_na7009_ips5_ma14
323,4895,1,15,20,27,3,24,heatmap_np323_pos361_sppcalc1_na4895_ips15_ma27
216,6060,13,16,20,73,3,40,heatmap_np216_pos2826_sppcalc13_na6060_ips16_ma73
289,9692,11,20,20,21,3,18,heatmap_np289_pos3216_sppcalc11_na9692_ips20_ma21
272,2025,6,19,20,61,3,40,heatmap_np272_pos1769_sppcalc6_na2025_ips19_ma61
250,9467,2,14,20,74,3,40,heatmap_np250_pos544_sppcalc2_na9467_ips14_ma74
52,129,93,17,20,49,3,40,heatmap_np52_pos4875_sppcalc93_na129_ips17_ma49
85,2295,17,9,20,55,3,40,heatmap_np85_pos1503_sppcalc17_na2295_ips9_ma55
65,4089,37,19,20,43,3,40,heatmap_np65_pos2415_sppcalc37_na4089_ips19_ma43
157,3593,1,16,20,25,3,22,heatmap_np157_pos303_sppcalc1_na3593_ips16_ma25
281,4705,4,7,20,37,3,34,heatmap_np281_pos1137_sppcalc4_na4705_ips7_ma37
387,3246,6,15,20,59,3,40,heatmap_np387_pos2554_sppcalc6_na3246_ips15_ma59
118,925,3,14,20,11,3,8,heatmap_np118_pos409_sppcalc3_na925_ips14_ma11
249,690,9,19,20,31,3,28,heatmap_np249_pos2425_sppcalc9_na690_ips19_ma31
178,2624,8,17,20,41,3,38,heatmap_np178_pos1477_sppcalc8_na2624_ips17_ma41
286,1640,5,16,20,20,3,17,heatmap_np286_pos1620_sppcalc5_na1640_ips16_ma20
52,7942,67,10,20,25,3,22,heatmap_np52_pos3491_sppcalc67_na7942_ips10_ma25
231,4542,9,18,20,63,3,40,heatmap_np231_pos2193_sppcalc9_na4542_ips18_ma63
118,8415,38,8,20,11,3,8,heatmap_np118_pos4573_sppcalc38_na8415_ips8_ma11
140,408,18,15,20,27,3,24,heatmap_np140_pos2593_sppcalc18_na408_ips15_ma27
143,2804,8,16,20,58,3,40,heatmap_np143_pos1255_sppcalc8_na2804_ips16_ma58
304,7996,11,18,20,35,3,32,heatmap_np304_pos3373_sppcalc11_na7996_ips18_ma35
236,5216,11,7,20,23,3,20,heatmap_np236_pos2831_sppcalc11_na5216_ips7_ma23
240,2731,10,11,20,23,3,20,heatmap_np240_pos2623_sppcalc10_na2731_ips11_ma23
17,6151,160,16,20,15,3,12,heatmap_np17_pos2720_sppcalc160_na6151_ips16_ma15
322,7146,4,20,20,70,3,40,heatmap_np322_pos1316_sppcalc4_na7146_ips20_ma70
323,9615,13,13,20,35,3,32,heatmap_np323_pos4277_sppcalc13_na9615_ips13_ma35
51,2850,57,18,20,25,3,22,heatmap_np51_pos2957_sppcalc57_na2850_ips18_ma25
234,3621,6,8,20,8,3,5,heatmap_np234_pos1537_sppcalc6_na3621_ips8_ma8
113,75,8,11,20,24,3,21,heatmap_np113_pos947_sppcalc8_na75_ips11_ma24
302,566,1,14,20,38,3,35,heatmap_np302_pos384_sppcalc1_na566_ips14_ma38
369,2906,3,7,20,15,3,12,heatmap_np369_pos1422_sppcalc3_na2906_ips7_ma15
103,7968,41,16,20,16,3,13,heatmap_np103_pos4224_sppcalc41_na7968_ips16_ma16
39,8089,71,11,20,21,3,18,heatmap_np39_pos2789_sppcalc71_na8089_ips11_ma21
277,7968,17,10,20,46,3,40,heatmap_np277_pos4729_sppcalc17_na7968_ips10_ma46
335,2431,2,9,20,74,3,40,heatmap_np335_pos879_sppcalc2_na2431_ips9_ma74
113,8217,33,7,20,15,3,12,heatmap_np113_pos3806_sppcalc33_na8217_ips7_ma15
277,218,17,8,20,40,3,37,heatmap_np277_pos4947_sppcalc17_na218_ips8_ma40
72,8859,21,6,20,45,3,40,heatmap_np72_pos1538_sppcalc21_na8859_ips6_ma45
373,3108,5,16,20,34,3,31,heatmap_np373_pos2170_sppcalc5_na3108_ips16_ma34
266,389,15,16,20,6,3,3,heatmap_np266_pos3997_sppcalc15_na389_ips16_ma6
66,7911,34,6,20,65,3,40,heatmap_np66_pos2307_sppcalc34_na7911_ips6_ma65
378,873,7,5,20,56,3,40,heatmap_np378_pos2654_sppcalc7_na873_ips5_ma56
38,1558,12,7,20,19,3,16,heatmap_np38_pos461_sppcalc12_na1558_ips7_ma19
244,9360,16,13,20,41,3,38,heatmap_np244_pos3925_sppcalc16_na9360_ips13_ma41
256,2843,3,9,20,70,3,40,heatmap_np256_pos1002_sppcalc3_na2843_ips9_ma70
397,2352,7,19,20,17,3,14,heatmap_np397_pos2796_sppcalc7_na2352_ips19_ma17
206,2111,1,16,20,15,3,12,heatmap_np206_pos115_sppcalc1_na2111_ips16_ma15
329,5489,8,14,20,64,3,40,heatmap_np329_pos2682_sppcalc8_na5489_ips14_ma64
49,5429,17,19,20,6,3,3,heatmap_np49_pos868_sppcalc17_na5429_ips19_ma6
392,6610,1,9,20,22,3,19,heatmap_np392_pos195_sppcalc1_na6610_ips9_ma22
391,7860,6,20,20,34,3,31,heatmap_np391_pos2572_sppcalc6_na7860_ips20_ma34
264,1273,17,8,20,13,3,10,heatmap_np264_pos4513_sppcalc17_na1273_ips8_ma13
255,6971,3,10,20,17,3,14,heatmap_np255_pos852_sppcalc3_na6971_ips10_ma17
47,4675,28,8,20,30,3,27,heatmap_np47_pos1336_sppcalc28_na4675_ips8_ma30
183,6403,25,9,20,17,3,14,heatmap_np183_pos4686_sppcalc25_na6403_ips9_ma17
395,7620,1,17,20,36,3,33,heatmap_np395_pos750_sppcalc1_na7620_ips17_ma36
248,1555,19,18,20,74,3,40,heatmap_np248_pos4730_sppcalc19_na1555_ips18_ma74
337,4418,1,12,20,54,3,40,heatmap_np337_pos78_sppcalc1_na4418_ips12_ma54
145,2187,22,17,20,26,3,23,heatmap_np145_pos3265_sppcalc22_na2187_ips17_ma26
331,4622,8,6,20,11,3,8,heatmap_np331_pos2811_sppcalc8_na4622_ips6_ma11
201,8329,10,12,20,73,3,40,heatmap_np201_pos2069_sppcalc10_na8329_ips12_ma73
186,4798,1,19,20,67,3,40,heatmap_np186_pos79_sppcalc1_na4798_ips19_ma67
281,4319,3,16,20,37,3,34,heatmap_np281_pos1093_sppcalc3_na4319_ips16_ma37
200,4354,2,8,20,69,3,40,heatmap_np200_pos564_sppcalc2_na4354_ips8_ma69
292,3493,9,10,20,65,3,40,heatmap_np292_pos2822_sppcalc9_na3493_ips10_ma65
65,278,43,17,20,49,3,40,heatmap_np65_pos2811_sppcalc43_na278_ips17_ma49
108,4123,8,18,20,49,3,40,heatmap_np108_pos903_sppcalc8_na4123_ips18_ma49
217,5057,15,19,20,33,3,30,heatmap_np217_pos3361_sppcalc15_na5057_ips19_ma33
213,9832,13,5,20,53,3,40,heatmap_np213_pos2942_sppcalc13_na9832_ips5_ma53
329,5065,13,14,20,30,3,27,heatmap_np329_pos4353_sppcalc13_na5065_ips14_ma30
24,6509,122,18,20,21,3,18,heatmap_np24_pos2930_sppcalc122_na6509_ips18_ma21
236,2947,19,19,20,43,3,40,heatmap_np236_pos4531_sppcalc19_na2947_ips19_ma43
393,1410,1,11,20,37,3,34,heatmap_np393_pos379_sppcalc1_na1410_ips11_ma37
